id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3615602,Office/Bedroom for rent,15677045,Michael,,Alhambra,34.09659943814268,-118.1343980028122,Private room,42,1,19,2016-03-24,1.03,4,355
6286975,Clean quiet cozy room,32682783,Shirley,,Alhambra,34.08906293925469,-118.14281095545097,Private room,47,1,7,2016-04-07,1.19,2,365
6378358,Very Clean and Spacious 1 bedroom,33246982,Desiree,,Alhambra,34.08597114443644,-118.13020885275544,Entire home/apt,100,2,8,2016-01-05,0.77,1,70
7203673,Cozy private safe one bedroom,32306869,Yoga,,Alhambra,34.099382405246416,-118.13104115548191,Private room,30,1,23,2016-04-16,2.31,2,330
6416498,Beautiful room + private bathroom!,20672328,Kakiong,,Alhambra,34.092185303955866,-118.11776366724156,Private room,65,5,14,2016-04-13,1.38,1,331
9824768,"Near downtown,Privacy with bathroom",50486495,Queenie,,Alhambra,34.075316982994174,-118.13639460279622,Private room,49,1,29,2016-04-07,5.96,2,56
4072794,upper level two rooms with master ,11028275,Yi,,Alhambra,34.07046175787489,-118.1224697741831,Entire home/apt,75,1,11,2016-03-12,0.63,6,306
10410020,Cozy Condominium,20423830,Raymond,,Alhambra,34.08716667784302,-118.12211521107741,Entire home/apt,180,2,3,2016-04-11,2.20,1,292
12762531,California Time Square Rental,46245906,Eli,,Alhambra,34.070458833206395,-118.1328927480247,Private room,101,15,0,,,5,365
7947145,Private Bedroom/Bath in LA!,41905610,孙,,Alhambra,34.083951446468014,-118.10901422548994,Private room,82,1,0,,,2,365
3125907,Close to downtown L.A & the valley,980006,Ebony,,Alhambra,34.08761460791773,-118.11755273123043,Private room,75,1,0,,,1,365
6730240,Sunny Peaceful Room w Private Bath,5493138,Vivian & Cuyler,,Alhambra,34.09365010082452,-118.13065708161365,Private room,88,2,66,2016-04-28,6.15,2,85
2978553,Private Room with Separate Entrance,13245574,Lisa,,Alhambra,34.08612464583995,-118.13032484974177,Private room,28,1,92,2016-04-09,3.86,3,156
12496724,"Large Studio, Newly Remodel,Near LA",54150574,Kelly,,Alhambra,34.087195736110736,-118.13933098729984,Private room,68,1,0,,,2,352
11672238,"King Bed, Comfy Room,13 miles to LA",19660564,Jonathan & Michelle,,Alhambra,34.09535755770762,-118.13428976158339,Private room,65,1,5,2016-04-18,4.17,4,308
8106112,"Single House, Master Bedroom!",41415651,Michael,,Alhambra,34.08378483592929,-118.13122483749085,Private room,58,1,5,2016-04-06,0.70,3,353
10856494,Lovely Apartment: 3 Bedrms 2.5 Bath,54794749,Sabrina,,Alhambra,34.10030888180306,-118.11429234041827,Entire home/apt,115,1,0,,,1,9
11773492,Chic&Modern Walk 2 DTown Alhambra,27598231,Lance And Angel,,Alhambra,34.09067957384642,-118.13016097384362,Entire home/apt,85,1,0,,,11,34
9564654,Private Mini Room in LA,49518584,Ron,,Alhambra,34.064881454565494,-118.15167199313947,Private room,40,3,4,2016-04-09,0.83,1,212
11180228,Chic&Modern Heart of DTown Alhambra,27598231,Lance And Angel,,Alhambra,34.08879322824772,-118.13177327639114,Entire home/apt,75,1,4,2016-04-09,1.50,11,340
11508488,Convenient quiet clean room,32682783,Shirley,,Alhambra,34.08929112399811,-118.14549646892097,Private room,42,1,5,2016-04-23,2.78,2,277
6263667,Simple Room,15677045,Michael,,Alhambra,34.096668029951616,-118.1334905237682,Private room,40,1,30,2016-03-24,2.62,4,344
4099964,Clean private room w deadbolt lock,1466173,Kelly,,Alhambra,34.07324690800909,-118.1372874657178,Private room,38,3,20,2016-04-04,1.03,23,365
1412311,1930 Spanish-Moorish Style Home,5173514,Sharon,,Alhambra,34.07449269541281,-118.12790026312553,Private room,50,1,1,2016-04-16,1,1,342
11438114,Modern rm.Queen bed.Great location,19660564,Jonathan & Michelle,,Alhambra,34.09501370622543,-118.13476749903133,Private room,60,1,7,2016-04-28,7,4,331
7308568,House with a view !!!,25372259,Alejandro,,Alhambra,34.06430385580743,-118.1485804419058,Private room,55,2,1,2016-04-05,1,1,364
4031714,Entire upper 3+1,11028275,Yi,,Alhambra,34.070403936557284,-118.12258061308906,Entire home/apt,115,1,25,2016-04-14,1.30,6,306
3897363,Private Master One Bedroom w/n bath,20177365,Ashley,,Alhambra,34.089857022304464,-118.12419516387091,Private room,65,7,0,,,3,365
12091666,洛杉磯ALHAMBRA適合嚮往居家生活的家庭商務人士(限月租長租)!,64694904,Sherry,,Alhambra,34.08749839763209,-118.15872311999289,Entire home/apt,150,6,1,2016-04-06,1,1,260
10125534,"*夜求一宿单身独行者*而设的安静安全干净可公车自驾交通便捷首选""蜗居""",26396988,图逸,,Alhambra,34.06296462948909,-118.15236664915494,Private room,32,2,5,2016-03-20,1.92,5,365
9928569,Cozy fully  renovated home in SG,51037313,Cy,,Alhambra,34.10620347964615,-118.11800949943843,Entire home/apt,225,2,3,2016-04-10,0.93,1,42
11168558,"Location, location! Walk to Main St",27598231,Lance And Angel,,Alhambra,34.08954978116549,-118.13234569841062,Private room,80,1,0,,,11,362
393810,"Los Angeles, Pvt Room w Own Bath!",1466173,Kelly,,Alhambra,34.075174889847546,-118.13670238912887,Private room,49,1,42,2015-12-06,0.84,23,317
2586819,Entire Master Suite w Own Entrance,13245574,Lisa,,Alhambra,34.08350737561963,-118.13050519168995,Entire home/apt,49,1,122,2016-04-29,4.96,3,325
9092697,Quiet studio apartment with charm,46297050,Freddie,,Alhambra,34.097363559992296,-118.14037374891366,Entire home/apt,60,1,18,2016-04-23,2.97,1,288
11103145,Loft in Downtown Pasadena/Alhambra,57664594,Lourdes,,Alhambra,34.0998492503221,-118.13714247230226,Private room,25,3,1,2016-04-10,1,1,305
