listing_id,date
369880,2014-09-13
369880,2015-04-16
369880,2015-05-05
369880,2015-05-12
369880,2015-06-07
369880,2015-09-07
4278873,2014-12-05
4278873,2015-01-06
4278873,2015-03-24
4278873,2015-03-28
4278873,2015-03-29
4278873,2015-03-30
4278873,2015-04-06
4278873,2015-04-20
4278873,2015-04-21
4278873,2015-04-28
4278873,2015-05-11
4278873,2015-05-20
4278873,2015-05-27
4278873,2015-05-30
4278873,2015-06-20
4278873,2015-06-26
4278873,2015-07-08
4278873,2015-07-31
4278873,2015-08-08
4278873,2015-08-11
4278873,2015-08-29
4278873,2015-09-01
7321217,2015-09-06
7321217,2015-09-20
7321217,2015-09-27
1994683,2013-12-03
1994683,2013-12-19
1994683,2014-01-05
1994683,2014-02-15
1994683,2014-03-03
1994683,2014-03-09
1994683,2014-03-15
1994683,2014-03-17
1994683,2014-03-19
1994683,2014-03-31
1994683,2014-04-03
1994683,2014-04-05
1994683,2014-04-13
1994683,2014-04-17
1994683,2014-04-19
1994683,2014-05-01
1994683,2014-05-03
1994683,2014-05-06
1994683,2014-05-10
1994683,2014-05-12
1994683,2014-05-22
1994683,2014-05-26
1994683,2014-05-28
1994683,2014-05-30
1994683,2014-06-03
1994683,2014-06-06
1994683,2014-06-10
1994683,2014-06-12
1994683,2014-06-15
1994683,2014-06-21
1994683,2014-06-26
1994683,2014-06-28
1994683,2014-06-30
1994683,2014-07-03
1994683,2014-07-07
1994683,2014-07-10
1994683,2014-07-16
1994683,2014-07-19
1994683,2014-07-22
1994683,2014-07-26
1994683,2014-07-28
1994683,2014-08-05
1994683,2014-08-07
1994683,2014-08-10
1994683,2014-08-12
1994683,2014-08-14
1994683,2014-08-16
1994683,2014-08-22
1994683,2014-08-23
1994683,2014-08-30
1994683,2014-09-02
1994683,2014-09-06
1994683,2014-09-08
1994683,2014-09-13
1994683,2014-09-16
1994683,2014-09-20
1994683,2014-09-23
1994683,2014-09-25
1994683,2014-10-04
1994683,2014-10-12
1994683,2014-10-14
1994683,2014-10-17
1994683,2014-10-20
1994683,2014-10-23
1994683,2014-11-18
1994683,2015-01-03
1994683,2015-01-09
1994683,2015-01-16
1994683,2015-01-19
1994683,2015-03-16
1994683,2015-03-30
1994683,2015-03-31
1994683,2015-04-01
1994683,2015-04-13
1994683,2015-04-15
1994683,2015-04-20
1994683,2015-04-21
1994683,2015-04-25
1994683,2015-05-08
1994683,2015-05-15
1994683,2015-05-18
1994683,2015-05-22
1994683,2015-05-24
1994683,2015-05-30
1994683,2015-06-03
1994683,2015-06-06
1994683,2015-06-08
1994683,2015-06-10
1994683,2015-06-12
1994683,2015-06-13
1994683,2015-06-15
1994683,2015-06-21
1994683,2015-07-07
1994683,2015-07-13
1994683,2015-07-15
1994683,2015-07-17
1994683,2015-07-21
1994683,2015-07-23
1994683,2015-07-26
1994683,2015-08-02
1994683,2015-08-05
1994683,2015-08-07
1994683,2015-08-07
1994683,2015-08-09
1994683,2015-08-11
1994683,2015-08-18
1994683,2015-08-21
1994683,2015-08-25
1994683,2015-09-03
1994683,2015-09-04
1994683,2015-09-08
1994683,2015-09-10
1994683,2015-09-14
1994683,2015-09-22
1994683,2015-09-29
2301709,2014-03-27
2301709,2014-04-12
2301709,2014-05-16
2301709,2014-07-26
2301709,2014-09-26
2301709,2014-10-29
2301709,2014-11-30
2301709,2015-01-05
2301709,2015-01-16
2301709,2015-02-15
2301709,2015-02-23
2301709,2015-03-09
2301709,2015-04-09
2301709,2015-04-12
2301709,2015-04-26
2301709,2015-06-10
2301709,2015-07-19
2301709,2015-08-07
2301709,2015-08-26
2301709,2015-09-01
2301709,2015-09-18
7964336,2015-09-01
4080000,2014-09-20
4080000,2014-09-21
4080000,2014-09-26
4080000,2014-09-28
4080000,2014-10-04
4080000,2014-10-05
4080000,2014-10-07
4080000,2014-10-10
4080000,2014-10-12
4080000,2014-10-14
4080000,2014-10-18
4080000,2014-10-20
4080000,2014-10-24
4080000,2014-10-26
4080000,2014-10-28
