listing_id,date
5793373,2015-06-14
5793373,2015-06-28
5793373,2015-07-05
5793373,2015-07-21
5793373,2015-07-26
5793373,2015-08-16
5793373,2015-09-12
5793373,2015-09-28
4821009,2015-05-26
4821009,2015-06-16
3350670,2014-07-19
3350670,2014-07-22
3350670,2014-08-22
3350670,2014-08-25
3350670,2014-09-14
3350670,2014-10-19
3350670,2014-10-27
3350670,2014-11-03
3350670,2014-11-17
3350670,2014-11-30
7735723,2015-08-26
7735723,2015-09-08
7735723,2015-09-12
7735723,2015-09-14
7735723,2015-09-21
7735723,2015-09-25
7735723,2015-09-29
8053963,2015-08-26
25613,2010-04-25
25613,2010-05-21
25613,2010-06-04
25613,2010-06-19
25613,2010-07-01
25613,2010-08-12
25613,2010-08-23
25613,2010-12-24
25613,2011-01-01
25613,2011-02-08
25613,2011-02-14
25613,2011-05-02
25613,2011-05-12
25613,2011-06-04
25613,2011-07-02
25613,2011-07-06
25613,2011-07-09
25613,2011-07-11
25613,2011-07-18
25613,2011-07-25
25613,2011-07-28
25613,2011-08-24
25613,2011-08-27
25613,2011-10-02
25613,2011-10-06
25613,2011-10-09
25613,2011-10-16
25613,2011-10-25
25613,2011-11-09
25613,2011-11-13
25613,2011-11-17
25613,2011-11-22
25613,2011-12-21
25613,2011-12-27
25613,2011-12-30
25613,2012-01-01
25613,2012-01-13
25613,2012-01-16
25613,2012-01-20
25613,2012-02-01
25613,2012-02-21
25613,2012-02-28
25613,2012-03-12
25613,2012-03-17
25613,2012-03-20
25613,2012-03-25
25613,2012-03-30
25613,2012-04-06
25613,2012-04-10
25613,2012-04-13
25613,2012-04-27
25613,2012-05-15
25613,2012-05-21
25613,2012-05-24
25613,2012-05-26
25613,2012-05-28
25613,2012-05-30
25613,2012-06-02
25613,2012-06-18
25613,2012-06-21
25613,2012-06-26
25613,2012-06-30
25613,2012-07-06
25613,2012-07-09
25613,2012-07-16
25613,2012-07-22
25613,2012-07-26
25613,2012-08-05
25613,2012-08-10
25613,2012-08-14
25613,2012-08-18
25613,2012-08-21
25613,2012-08-23
25613,2012-08-25
25613,2012-08-27
25613,2012-09-04
25613,2012-09-06
25613,2012-09-14
25613,2012-09-17
25613,2012-09-18
25613,2012-09-20
25613,2012-10-03
25613,2012-10-06
25613,2012-10-08
25613,2012-10-15
25613,2012-10-17
25613,2012-10-19
25613,2012-10-22
25613,2012-10-29
25613,2012-11-09
25613,2012-12-15
25613,2012-12-17
25613,2012-12-23
25613,2012-12-27
25613,2012-12-30
25613,2013-01-03
25613,2013-01-14
25613,2013-01-22
25613,2013-02-04
25613,2013-02-11
25613,2013-02-26
25613,2013-02-28
25613,2013-03-12
25613,2013-03-17
25613,2013-04-01
25613,2013-04-04
25613,2013-04-10
25613,2013-04-13
25613,2013-04-26
25613,2013-04-30
25613,2013-05-05
25613,2013-05-08
25613,2013-05-10
25613,2013-05-19
25613,2013-05-22
25613,2013-05-24
25613,2013-05-29
25613,2013-06-03
25613,2013-06-12
25613,2013-06-14
25613,2013-06-26
25613,2013-07-01
25613,2013-07-08
25613,2013-07-20
25613,2013-07-23
25613,2013-07-29
25613,2013-08-01
25613,2013-08-03
25613,2013-08-13
25613,2013-08-19
25613,2013-08-23
25613,2013-08-26
25613,2013-08-29
25613,2013-09-03
25613,2013-09-10
25613,2013-09-14
25613,2013-09-19
25613,2013-09-23
25613,2013-10-15
25613,2013-10-17
25613,2013-10-21
25613,2013-10-28
25613,2013-11-03
25613,2013-11-07
25613,2013-11-11
25613,2013-11-15
25613,2013-11-18
25613,2013-11-28
25613,2013-12-16
25613,2013-12-28
25613,2013-12-30
25613,2014-01-05
25613,2014-01-10
25613,2014-01-25
25613,2014-01-28
25613,2014-02-02
25613,2014-02-09
25613,2014-02-17
25613,2014-02-24
25613,2014-03-08
25613,2014-03-11
25613,2014-03-16
25613,2014-03-19
25613,2014-03-22
25613,2014-03-26
25613,2014-03-31
25613,2014-04-03
25613,2014-04-06
25613,2014-04-15
25613,2014-04-25
25613,2014-05-06
25613,2014-05-12
25613,2014-05-17
25613,2014-05-23
25613,2014-05-27
25613,2014-06-06
25613,2014-06-18
25613,2014-06-21
25613,2014-06-26
25613,2014-06-28
25613,2014-06-30
25613,2014-07-02
25613,2014-07-04
25613,2014-07-08
25613,2014-07-12
25613,2014-07-15
25613,2014-07-28
25613,2014-08-02
25613,2014-08-04
25613,2014-08-07
25613,2014-08-10
25613,2014-08-13
25613,2014-08-21
25613,2014-08-27
25613,2014-08-31
25613,2014-09-03
25613,2014-09-06
25613,2014-09-08
25613,2014-09-11
25613,2014-09-14
25613,2014-09-19
25613,2014-09-23
25613,2014-09-26
25613,2014-09-28
25613,2014-09-30
25613,2014-10-04
25613,2014-10-07
25613,2014-10-10
25613,2014-10-12
25613,2014-10-14
25613,2014-10-19
25613,2014-10-23
25613,2014-10-27
25613,2014-11-06
25613,2014-11-10
25613,2014-11-13
25613,2014-11-17
25613,2014-11-23
25613,2014-11-29
25613,2014-12-01
25613,2014-12-03
25613,2014-12-08
25613,2014-12-17
25613,2014-12-26
25613,2015-01-03
25613,2015-01-08
25613,2015-01-12
25613,2015-01-20
25613,2015-01-26
25613,2015-02-02
25613,2015-02-14
25613,2015-02-17
25613,2015-02-22
25613,2015-03-03
25613,2015-03-10
25613,2015-03-16
25613,2015-03-19
25613,2015-03-21
25613,2015-03-26
25613,2015-03-28
25613,2015-03-30
25613,2015-04-07
25613,2015-04-10
25613,2015-04-12
25613,2015-04-15
25613,2015-04-21
25613,2015-04-25
25613,2015-04-27
25613,2015-05-01
25613,2015-05-06
25613,2015-05-10
25613,2015-05-13
25613,2015-05-18
25613,2015-05-20
25613,2015-05-23
25613,2015-05-25
25613,2015-05-28
25613,2015-06-03
25613,2015-06-07
25613,2015-06-09
25613,2015-06-12
25613,2015-06-21
25613,2015-06-23
25613,2015-06-26
25613,2015-06-29
25613,2015-07-09
25613,2015-07-20
25613,2015-08-04
25613,2015-08-07
25613,2015-08-10
25613,2015-08-15
25613,2015-08-31
25613,2015-09-12
25613,2015-09-14
25613,2015-09-27
25613,2015-09-29
3398939,2014-07-08
3398939,2014-09-02
3398939,2014-12-27
3398939,2015-04-09
3398939,2015-04-14
3398939,2015-08-31
3398939,2015-09-10
3398939,2015-09-18
3398939,2015-09-25
3398939,2015-09-28
4595207,2015-01-01
4595207,2015-01-04
4595207,2015-01-25
4595207,2015-04-13
4595207,2015-04-30
4595207,2015-05-12
4595207,2015-05-25
4595207,2015-05-31
4595207,2015-06-10
4595207,2015-06-12
4595207,2015-06-16
4595207,2015-06-20
4595207,2015-06-29
4595207,2015-07-01
4595207,2015-07-08
4595207,2015-07-18
4595207,2015-07-27
4595207,2015-07-30
4595207,2015-08-10
4595207,2015-08-13
4595207,2015-08-24
4595207,2015-09-07
4595207,2015-09-21
2447249,2014-04-11
2447249,2014-04-27
2447249,2014-05-06
2447249,2014-05-11
2447249,2014-05-20
2447249,2014-07-20
2447249,2014-08-07
